o cliente 8769-KKTPH possuí qual tipo de contrato?, SELECT Contract FROM telco_customer WHERE customerID = '8769-KKTPH';, One year
qual o tipo de contrato o cliente 5067-XJQFU tem?, SELECT Contract FROM telco_customer WHERE customerID = '5067-XJQFU';, One year
o contrato do cliente 3957-SQXML é mensal ou anual?, SELECT Contract FROM telco_customer WHERE customerID = '3957-SQXML';, Two year
cliente 5954-BDFSG contrato, SELECT Contract FROM telco_customer WHERE customerID = '5954-BDFSG';, Two year
qual a cobrança mensal do cliente 0434-CSFON ?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '0434-CSFON';, 100.5
quanto cobramos do cliente 1215-FIGMP por mês?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '1215-FIGMP';, 89.9
cobrança mençal 0526-SXDJP cliente, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '0526-SXDJP';, 42.1
cliente 0557-ASKVU cobrança mensal, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '0557-ASKVU';, 54.4
qual a cobrança mensal do cliente 5698-BQJOH ?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '5698-BQJOH';, 94.4
quanto cobramos do cliente 5122-CYFXA por mês?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '5122-CYFXA';, 75.3
cobrança mençal 8627-ZYGSZ cliente, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '8627-ZYGSZ';, 78.9
cliente 3410-YOQBQ cobrança mensal, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '3410-YOQBQ';, 79.2
qual a cobrança mensal do cliente 3170-NMYVV ?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '3170-NMYVV';, 20.15
quanto cobramos do cliente 7410-OIEDU por mês?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '7410-OIEDU';, 79.85
cobrança mençal 2273-QCKXA cliente, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '2273-QCKXA';, 49.05
cliente 0731-EBJQB cobrança mensal, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '0731-EBJQB';, 20.4
qual a cobrança mensal do cliente 1891-QRQSA ?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '1891-QRQSA';, 111.6
quanto cobramos do cliente 8028-PNXHQ por mês?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '8028-PNXHQ';, 24.25
cobrança mençal 5630-AHZIL cliente, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '5630-AHZIL';, 64.5
cliente 2673-CXQEU cobrança mensal, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '2673-CXQEU';, 110.5
qual a cobrança mensal do cliente 6416-JNVRK ?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '6416-JNVRK';, 55.65
quanto cobramos do cliente 5590-ZSKRV por mês?, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '5590-ZSKRV';, 54.65
cobrança mençal 0191-ZHSKZ cliente, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '0191-ZHSKZ';, 74.75
cliente 3887-PBQAO cobrança mensal, SELECT MonthlyCharges FROM telco_customer WHERE customerID = '3887-PBQAO';, 25.9
o cliente 5919-TMRGD ainda está com a gente?, SELECT Churn FROM telco_customer WHERE customerID = '5919-TMRGD';, True
cliente 8108-UXRQN tem contrato ativo?, SELECT Churn FROM telco_customer WHERE customerID = '8108-UXRQN';, False
cliente 9191-MYQKX cancelou contrato?, SELECT Churn FROM telco_customer WHERE customerID = '9191-MYQKX';, True
cliente 9919-YLNNG foi perdido?, SELECT Churn FROM telco_customer WHERE customerID = '9919-YLNNG';, False
o cliente 0318-ZOPWS ainda está com a gente?, SELECT Churn FROM telco_customer WHERE customerID = '0318-ZOPWS';, False
cliente 4445-ZJNMU tem contrato ativo?, SELECT Churn FROM telco_customer WHERE customerID = '4445-ZJNMU';, False
cliente 4808-YNLEU cancelou contrato?, SELECT Churn FROM telco_customer WHERE customerID = '4808-YNLEU';, False
cliente 1862-QRWPE foi perdido?, SELECT Churn FROM telco_customer WHERE customerID = '1862-QRWPE';, False
o cliente 2796-NNUFI ainda está com a gente?, SELECT Churn FROM telco_customer WHERE customerID = '2796-NNUFI';, False
cliente 3016-KSVCP tem contrato ativo?, SELECT Churn FROM telco_customer WHERE customerID = '3016-KSVCP';, False
cliente 4767-HZZHQ cancelou contrato?, SELECT Churn FROM telco_customer WHERE customerID = '4767-HZZHQ';, False
cliente 2424-WVHPL foi perdido?, SELECT Churn FROM telco_customer WHERE customerID = '2424-WVHPL';, False
o cliente 7233-PAHHL ainda está com a gente?, SELECT Churn FROM telco_customer WHERE customerID = '7233-PAHHL';, False
cliente 6067-NGCEU tem contrato ativo?, SELECT Churn FROM telco_customer WHERE customerID = '6067-NGCEU';, False
cliente 9848-JQJTX cancelou contrato?, SELECT Churn FROM telco_customer WHERE customerID = '9848-JQJTX';, False
cliente 8637-XJIVR foi perdido?, SELECT Churn FROM telco_customer WHERE customerID = '8637-XJIVR';, True
o cliente 9803-FTJCG ainda está com a gente?, SELECT Churn FROM telco_customer WHERE customerID = '9803-FTJCG';, False
cliente 0278-YXOOG tem contrato ativo?, SELECT Churn FROM telco_customer WHERE customerID = '0278-YXOOG';, True
cliente 3212-KXOCR cancelou contrato?, SELECT Churn FROM telco_customer WHERE customerID = '3212-KXOCR';, False
cliente 4598-XLKNJ foi perdido?, SELECT Churn FROM telco_customer WHERE customerID = '4598-XLKNJ';, True
